cust_acct_mapping_id,acct_id,cust_id,cust_acct_role,src_sys,data_dump_dt
3708,3707,3707,Primary,1,2017-01-02T00:00:00Z
3709,3708,3708,Primary,1,2017-01-02T00:00:00Z
3710,3709,3709,Primary,1,2017-01-02T00:00:00Z
3711,3710,3710,Primary,1,2017-01-02T00:00:00Z
3712,3711,3711,Primary,1,2017-01-02T00:00:00Z
3713,3712,3712,Primary,1,2017-01-02T00:00:00Z
3714,3713,3713,Primary,1,2017-01-02T00:00:00Z
3715,3714,3714,Primary,1,2017-01-02T00:00:00Z
3716,3715,3715,Primary,1,2017-01-02T00:00:00Z
3717,3716,3716,Primary,1,2017-01-02T00:00:00Z
3718,3717,3717,Primary,1,2017-01-02T00:00:00Z
3719,3718,3718,Primary,1,2017-01-02T00:00:00Z
3720,3719,3719,Primary,1,2017-01-02T00:00:00Z
3721,3720,3720,Primary,1,2017-01-02T00:00:00Z
3722,3721,3721,Primary,1,2017-01-02T00:00:00Z
3723,3722,3722,Primary,1,2017-01-02T00:00:00Z
3724,3723,3723,Primary,1,2017-01-02T00:00:00Z
3725,3724,3724,Primary,1,2017-01-02T00:00:00Z
3726,3725,3725,Primary,1,2017-01-02T00:00:00Z
3727,3726,3726,Primary,1,2017-01-02T00:00:00Z
3728,3727,3727,Primary,1,2017-01-02T00:00:00Z
3729,3728,3728,Primary,1,2017-01-02T00:00:00Z
3730,3729,3729,Primary,1,2017-01-02T00:00:00Z
3731,3730,3730,Primary,1,2017-01-02T00:00:00Z
3732,3731,3731,Primary,1,2017-01-02T00:00:00Z
3733,3732,3732,Primary,1,2017-01-02T00:00:00Z
3734,3733,3733,Primary,1,2017-01-02T00:00:00Z
3735,3734,3734,Primary,1,2017-01-02T00:00:00Z
3736,3735,3735,Primary,1,2017-01-02T00:00:00Z
3737,3736,3736,Primary,1,2017-01-02T00:00:00Z
3738,3737,3737,Primary,1,2017-01-02T00:00:00Z
3739,3738,3738,Primary,1,2017-01-02T00:00:00Z
3740,3739,3739,Primary,1,2017-01-02T00:00:00Z
3741,3740,3740,Primary,1,2017-01-02T00:00:00Z
3742,3741,3741,Primary,1,2017-01-02T00:00:00Z
3743,3742,3742,Primary,1,2017-01-02T00:00:00Z
3744,3743,3743,Primary,1,2017-01-02T00:00:00Z
3745,3744,3744,Primary,1,2017-01-02T00:00:00Z
3746,3745,3745,Primary,1,2017-01-02T00:00:00Z
3747,3746,3746,Primary,1,2017-01-02T00:00:00Z
3748,3747,3747,Primary,1,2017-01-02T00:00:00Z
3749,3748,3748,Primary,1,2017-01-02T00:00:00Z
3750,3749,3749,Primary,1,2017-01-02T00:00:00Z
3751,3750,3750,Primary,1,2017-01-02T00:00:00Z
3752,3751,3751,Primary,1,2017-01-02T00:00:00Z
3753,3752,3752,Primary,1,2017-01-02T00:00:00Z
3754,3753,3753,Primary,1,2017-01-02T00:00:00Z
3755,3754,3754,Primary,1,2017-01-02T00:00:00Z
3756,3755,3755,Primary,1,2017-01-02T00:00:00Z
3757,3756,3756,Primary,1,2017-01-02T00:00:00Z
3758,3757,3757,Primary,1,2017-01-02T00:00:00Z
3759,3758,3758,Primary,1,2017-01-02T00:00:00Z
3760,3759,3759,Primary,1,2017-01-02T00:00:00Z
3761,3760,3760,Primary,1,2017-01-02T00:00:00Z
3762,3761,3761,Primary,1,2017-01-02T00:00:00Z
3763,3762,3762,Primary,1,2017-01-02T00:00:00Z
3764,3763,3763,Primary,1,2017-01-02T00:00:00Z
3765,3764,3764,Primary,1,2017-01-02T00:00:00Z
3766,3765,3765,Primary,1,2017-01-02T00:00:00Z
3767,3766,3766,Primary,1,2017-01-02T00:00:00Z
3768,3767,3767,Primary,1,2017-01-02T00:00:00Z
3769,3768,3768,Primary,1,2017-01-02T00:00:00Z
3770,3769,3769,Primary,1,2017-01-02T00:00:00Z
3771,3770,3770,Primary,1,2017-01-02T00:00:00Z
3772,3771,3771,Primary,1,2017-01-02T00:00:00Z
3773,3772,3772,Primary,1,2017-01-02T00:00:00Z
3774,3773,3773,Primary,1,2017-01-02T00:00:00Z
3775,3774,3774,Primary,1,2017-01-02T00:00:00Z
3776,3775,3775,Primary,1,2017-01-02T00:00:00Z
3777,3776,3776,Primary,1,2017-01-02T00:00:00Z
3778,3777,3777,Primary,1,2017-01-02T00:00:00Z
3779,3778,3778,Primary,1,2017-01-02T00:00:00Z
3780,3779,3779,Primary,1,2017-01-02T00:00:00Z
3781,3780,3780,Primary,1,2017-01-02T00:00:00Z
3782,3781,3781,Primary,1,2017-01-02T00:00:00Z
3783,3782,3782,Primary,1,2017-01-02T00:00:00Z
3784,3783,3783,Primary,1,2017-01-02T00:00:00Z
3785,3784,3784,Primary,1,2017-01-02T00:00:00Z
3786,3785,3785,Primary,1,2017-01-02T00:00:00Z
3787,3786,3786,Primary,1,2017-01-02T00:00:00Z
3788,3787,3787,Primary,1,2017-01-02T00:00:00Z
3789,3788,3788,Primary,1,2017-01-02T00:00:00Z
3790,3789,3789,Primary,1,2017-01-02T00:00:00Z
3791,3790,3790,Primary,1,2017-01-02T00:00:00Z
3792,3791,3791,Primary,1,2017-01-02T00:00:00Z
3793,3792,3792,Primary,1,2017-01-02T00:00:00Z
3794,3793,3793,Primary,1,2017-01-02T00:00:00Z
3795,3794,3794,Primary,1,2017-01-02T00:00:00Z
3796,3795,3795,Primary,1,2017-01-02T00:00:00Z
3797,3796,3796,Primary,1,2017-01-02T00:00:00Z
3798,3797,3797,Primary,1,2017-01-02T00:00:00Z
3799,3798,3798,Primary,1,2017-01-02T00:00:00Z
3800,3799,3799,Primary,1,2017-01-02T00:00:00Z
3801,3800,3800,Primary,1,2017-01-02T00:00:00Z
3802,3801,3801,Primary,1,2017-01-02T00:00:00Z
3803,3802,3802,Primary,1,2017-01-02T00:00:00Z
3804,3803,3803,Primary,1,2017-01-02T00:00:00Z
3805,3804,3804,Primary,1,2017-01-02T00:00:00Z
3806,3805,3805,Primary,1,2017-01-02T00:00:00Z
3807,3806,3806,Primary,1,2017-01-02T00:00:00Z
3808,3807,3807,Primary,1,2017-01-02T00:00:00Z
3809,3808,3808,Primary,1,2017-01-02T00:00:00Z
3810,3809,3809,Primary,1,2017-01-02T00:00:00Z
3811,3810,3810,Primary,1,2017-01-02T00:00:00Z
3812,3811,3811,Primary,1,2017-01-02T00:00:00Z
3813,3812,3812,Primary,1,2017-01-02T00:00:00Z
3814,3813,3813,Primary,1,2017-01-02T00:00:00Z
3815,3814,3814,Primary,1,2017-01-02T00:00:00Z
3816,3815,3815,Primary,1,2017-01-02T00:00:00Z
3817,3816,3816,Primary,1,2017-01-02T00:00:00Z
3818,3817,3817,Primary,1,2017-01-02T00:00:00Z
3819,3818,3818,Primary,1,2017-01-02T00:00:00Z
3820,3819,3819,Primary,1,2017-01-02T00:00:00Z
3821,3820,3820,Primary,1,2017-01-02T00:00:00Z
3822,3821,3821,Primary,1,2017-01-02T00:00:00Z
3823,3822,3822,Primary,1,2017-01-02T00:00:00Z
3824,3823,3823,Primary,1,2017-01-02T00:00:00Z
3825,3824,3824,Primary,1,2017-01-02T00:00:00Z
3826,3825,3825,Primary,1,2017-01-02T00:00:00Z
3827,3826,3826,Primary,1,2017-01-02T00:00:00Z
3828,3827,3827,Primary,1,2017-01-02T00:00:00Z
3829,3828,3828,Primary,1,2017-01-02T00:00:00Z
3830,3829,3829,Primary,1,2017-01-02T00:00:00Z
3831,3830,3830,Primary,1,2017-01-02T00:00:00Z
3832,3831,3831,Primary,1,2017-01-02T00:00:00Z
3833,3832,3832,Primary,1,2017-01-02T00:00:00Z
3834,3833,3833,Primary,1,2017-01-02T00:00:00Z
3835,3834,3834,Primary,1,2017-01-02T00:00:00Z
3836,3835,3835,Primary,1,2017-01-02T00:00:00Z
3837,3836,3836,Primary,1,2017-01-02T00:00:00Z
3838,3837,3837,Primary,1,2017-01-02T00:00:00Z
3839,3838,3838,Primary,1,2017-01-02T00:00:00Z
3840,3839,3839,Primary,1,2017-01-02T00:00:00Z
3841,3840,3840,Primary,1,2017-01-02T00:00:00Z
3842,3841,3841,Primary,1,2017-01-02T00:00:00Z
3843,3842,3842,Primary,1,2017-01-02T00:00:00Z
3844,3843,3843,Primary,1,2017-01-02T00:00:00Z
3845,3844,3844,Primary,1,2017-01-02T00:00:00Z
3846,3845,3845,Primary,1,2017-01-02T00:00:00Z
3847,3846,3846,Primary,1,2017-01-02T00:00:00Z
3848,3847,3847,Primary,1,2017-01-02T00:00:00Z
3849,3848,3848,Primary,1,2017-01-02T00:00:00Z
3850,3849,3849,Primary,1,2017-01-02T00:00:00Z
3851,3850,3850,Primary,1,2017-01-02T00:00:00Z
3852,3851,3851,Primary,1,2017-01-02T00:00:00Z
3853,3852,3852,Primary,1,2017-01-02T00:00:00Z
3854,3853,3853,Primary,1,2017-01-02T00:00:00Z
3855,3854,3854,Primary,1,2017-01-02T00:00:00Z
3856,3855,3855,Primary,1,2017-01-02T00:00:00Z
3857,3856,3856,Primary,1,2017-01-02T00:00:00Z
3858,3857,3857,Primary,1,2017-01-02T00:00:00Z
3859,3858,3858,Primary,1,2017-01-02T00:00:00Z
3860,3859,3859,Primary,1,2017-01-02T00:00:00Z
3861,3860,3860,Primary,1,2017-01-02T00:00:00Z
3862,3861,3861,Primary,1,2017-01-02T00:00:00Z
3863,3862,3862,Primary,1,2017-01-02T00:00:00Z
3864,3863,3863,Primary,1,2017-01-02T00:00:00Z
3865,3864,3864,Primary,1,2017-01-02T00:00:00Z
3866,3865,3865,Primary,1,2017-01-02T00:00:00Z
3867,3866,3866,Primary,1,2017-01-02T00:00:00Z
3868,3867,3867,Primary,1,2017-01-02T00:00:00Z
3869,3868,3868,Primary,1,2017-01-02T00:00:00Z
3870,3869,3869,Primary,1,2017-01-02T00:00:00Z
3871,3870,3870,Primary,1,2017-01-02T00:00:00Z
3872,3871,3871,Primary,1,2017-01-02T00:00:00Z
3873,3872,3872,Primary,1,2017-01-02T00:00:00Z
3874,3873,3873,Primary,1,2017-01-02T00:00:00Z
3875,3874,3874,Primary,1,2017-01-02T00:00:00Z
3876,3875,3875,Primary,1,2017-01-02T00:00:00Z
3877,3876,3876,Primary,1,2017-01-02T00:00:00Z
3878,3877,3877,Primary,1,2017-01-02T00:00:00Z
3879,3878,3878,Primary,1,2017-01-02T00:00:00Z
3880,3879,3879,Primary,1,2017-01-02T00:00:00Z
3881,3880,3880,Primary,1,2017-01-02T00:00:00Z
3882,3881,3881,Primary,1,2017-01-02T00:00:00Z
3883,3882,3882,Primary,1,2017-01-02T00:00:00Z
3884,3883,3883,Primary,1,2017-01-02T00:00:00Z
3885,3884,3884,Primary,1,2017-01-02T00:00:00Z
3886,3885,3885,Primary,1,2017-01-02T00:00:00Z
3887,3886,3886,Primary,1,2017-01-02T00:00:00Z
3888,3887,3887,Primary,1,2017-01-02T00:00:00Z
3889,3888,3888,Primary,1,2017-01-02T00:00:00Z
3890,3889,3889,Primary,1,2017-01-02T00:00:00Z
3891,3890,3890,Primary,1,2017-01-02T00:00:00Z
3892,3891,3891,Primary,1,2017-01-02T00:00:00Z
3893,3892,3892,Primary,1,2017-01-02T00:00:00Z
3894,3893,3893,Primary,1,2017-01-02T00:00:00Z
3895,3894,3894,Primary,1,2017-01-02T00:00:00Z
3896,3895,3895,Primary,1,2017-01-02T00:00:00Z
3897,3896,3896,Primary,1,2017-01-02T00:00:00Z
3898,3897,3897,Primary,1,2017-01-02T00:00:00Z
3899,3898,3898,Primary,1,2017-01-02T00:00:00Z
3900,3899,3899,Primary,1,2017-01-02T00:00:00Z
3901,3900,3900,Primary,1,2017-01-02T00:00:00Z
3902,3901,3901,Primary,1,2017-01-02T00:00:00Z
3903,3902,3902,Primary,1,2017-01-02T00:00:00Z
3904,3903,3903,Primary,1,2017-01-02T00:00:00Z
3905,3904,3904,Primary,1,2017-01-02T00:00:00Z
3906,3905,3905,Primary,1,2017-01-02T00:00:00Z
3907,3906,3906,Primary,1,2017-01-02T00:00:00Z
3908,3907,3907,Primary,1,2017-01-02T00:00:00Z
3909,3908,3908,Primary,1,2017-01-02T00:00:00Z
3910,3909,3909,Primary,1,2017-01-02T00:00:00Z
3911,3910,3910,Primary,1,2017-01-02T00:00:00Z
3912,3911,3911,Primary,1,2017-01-02T00:00:00Z
3913,3912,3912,Primary,1,2017-01-02T00:00:00Z
3914,3913,3913,Primary,1,2017-01-02T00:00:00Z
3915,3914,3914,Primary,1,2017-01-02T00:00:00Z
3916,3915,3915,Primary,1,2017-01-02T00:00:00Z
3917,3916,3916,Primary,1,2017-01-02T00:00:00Z
3918,3917,3917,Primary,1,2017-01-02T00:00:00Z
3919,3918,3918,Primary,1,2017-01-02T00:00:00Z
3920,3919,3919,Primary,1,2017-01-02T00:00:00Z
3921,3920,3920,Primary,1,2017-01-02T00:00:00Z
3922,3921,3921,Primary,1,2017-01-02T00:00:00Z
3923,3922,3922,Primary,1,2017-01-02T00:00:00Z
3924,3923,3923,Primary,1,2017-01-02T00:00:00Z
3925,3924,3924,Primary,1,2017-01-02T00:00:00Z
3926,3925,3925,Primary,1,2017-01-02T00:00:00Z
3927,3926,3926,Primary,1,2017-01-02T00:00:00Z
3928,3927,3927,Primary,1,2017-01-02T00:00:00Z
3929,3928,3928,Primary,1,2017-01-02T00:00:00Z
3930,3929,3929,Primary,1,2017-01-02T00:00:00Z
3931,3930,3930,Primary,1,2017-01-02T00:00:00Z
3932,3931,3931,Primary,1,2017-01-02T00:00:00Z
3933,3932,3932,Primary,1,2017-01-02T00:00:00Z
3934,3933,3933,Primary,1,2017-01-02T00:00:00Z
3935,3934,3934,Primary,1,2017-01-02T00:00:00Z
3936,3935,3935,Primary,1,2017-01-02T00:00:00Z
3937,3936,3936,Primary,1,2017-01-02T00:00:00Z
3938,3937,3937,Primary,1,2017-01-02T00:00:00Z
3939,3938,3938,Primary,1,2017-01-02T00:00:00Z
3940,3939,3939,Primary,1,2017-01-02T00:00:00Z
3941,3940,3940,Primary,1,2017-01-02T00:00:00Z
3942,3941,3941,Primary,1,2017-01-02T00:00:00Z
3943,3942,3942,Primary,1,2017-01-02T00:00:00Z
3944,3943,3943,Primary,1,2017-01-02T00:00:00Z
3945,3944,3944,Primary,1,2017-01-02T00:00:00Z
3946,3945,3945,Primary,1,2017-01-02T00:00:00Z
3947,3946,3946,Primary,1,2017-01-02T00:00:00Z
3948,3947,3947,Primary,1,2017-01-02T00:00:00Z
3949,3948,3948,Primary,1,2017-01-02T00:00:00Z
3950,3949,3949,Primary,1,2017-01-02T00:00:00Z
3951,3950,3950,Primary,1,2017-01-02T00:00:00Z
3952,3951,3951,Primary,1,2017-01-02T00:00:00Z
3953,3952,3952,Primary,1,2017-01-02T00:00:00Z
3954,3953,3953,Primary,1,2017-01-02T00:00:00Z
3955,3954,3954,Primary,1,2017-01-02T00:00:00Z
3956,3955,3955,Primary,1,2017-01-02T00:00:00Z
3957,3956,3956,Primary,1,2017-01-02T00:00:00Z
3958,3957,3957,Primary,1,2017-01-02T00:00:00Z
3959,3958,3958,Primary,1,2017-01-02T00:00:00Z
3960,3959,3959,Primary,1,2017-01-02T00:00:00Z
3961,3960,3960,Primary,1,2017-01-02T00:00:00Z
3962,3961,3961,Primary,1,2017-01-02T00:00:00Z
3963,3962,3962,Primary,1,2017-01-02T00:00:00Z
3964,3963,3963,Primary,1,2017-01-02T00:00:00Z
3965,3964,3964,Primary,1,2017-01-02T00:00:00Z
3966,3965,3965,Primary,1,2017-01-02T00:00:00Z
3967,3966,3966,Primary,1,2017-01-02T00:00:00Z
3968,3967,3967,Primary,1,2017-01-02T00:00:00Z
3969,3968,3968,Primary,1,2017-01-02T00:00:00Z
3970,3969,3969,Primary,1,2017-01-02T00:00:00Z
3971,3970,3970,Primary,1,2017-01-02T00:00:00Z
3972,3971,3971,Primary,1,2017-01-02T00:00:00Z
3973,3972,3972,Primary,1,2017-01-02T00:00:00Z
3974,3973,3973,Primary,1,2017-01-02T00:00:00Z
3975,3974,3974,Primary,1,2017-01-02T00:00:00Z
3976,3975,3975,Primary,1,2017-01-02T00:00:00Z
3977,3976,3976,Primary,1,2017-01-02T00:00:00Z
3978,3977,3977,Primary,1,2017-01-02T00:00:00Z
3979,3978,3978,Primary,1,2017-01-02T00:00:00Z
3980,3979,3979,Primary,1,2017-01-02T00:00:00Z
3981,3980,3980,Primary,1,2017-01-02T00:00:00Z
3982,3981,3981,Primary,1,2017-01-02T00:00:00Z
3983,3982,3982,Primary,1,2017-01-02T00:00:00Z
3984,3983,3983,Primary,1,2017-01-02T00:00:00Z
3985,3984,3984,Primary,1,2017-01-02T00:00:00Z
3986,3985,3985,Primary,1,2017-01-02T00:00:00Z
3987,3986,3986,Primary,1,2017-01-02T00:00:00Z
3988,3987,3987,Primary,1,2017-01-02T00:00:00Z
3989,3988,3988,Primary,1,2017-01-02T00:00:00Z
3990,3989,3989,Primary,1,2017-01-02T00:00:00Z
3991,3990,3990,Primary,1,2017-01-02T00:00:00Z
3992,3991,3991,Primary,1,2017-01-02T00:00:00Z
3993,3992,3992,Primary,1,2017-01-02T00:00:00Z
3994,3993,3993,Primary,1,2017-01-02T00:00:00Z
3995,3994,3994,Primary,1,2017-01-02T00:00:00Z
3996,3995,3995,Primary,1,2017-01-02T00:00:00Z
3997,3996,3996,Primary,1,2017-01-02T00:00:00Z
3998,3997,3997,Primary,1,2017-01-02T00:00:00Z
3999,3998,3998,Primary,1,2017-01-02T00:00:00Z
4000,3999,3999,Primary,1,2017-01-02T00:00:00Z
4001,4000,4000,Primary,1,2017-01-02T00:00:00Z
4002,4001,4001,Primary,1,2017-01-02T00:00:00Z
4003,4002,4002,Primary,1,2017-01-02T00:00:00Z
4004,4003,4003,Primary,1,2017-01-02T00:00:00Z
4005,4004,4004,Primary,1,2017-01-02T00:00:00Z
4006,4005,4005,Primary,1,2017-01-02T00:00:00Z
4007,4006,4006,Primary,1,2017-01-02T00:00:00Z
4008,4007,4007,Primary,1,2017-01-02T00:00:00Z
4009,4008,4008,Primary,1,2017-01-02T00:00:00Z
4010,4009,4009,Primary,1,2017-01-02T00:00:00Z
4011,4010,4010,Primary,1,2017-01-02T00:00:00Z
4012,4011,4011,Primary,1,2017-01-02T00:00:00Z
4013,4012,4012,Primary,1,2017-01-02T00:00:00Z
4014,4013,4013,Primary,1,2017-01-02T00:00:00Z
4015,4014,4014,Primary,1,2017-01-02T00:00:00Z
4016,4015,4015,Primary,1,2017-01-02T00:00:00Z
4017,4016,4016,Primary,1,2017-01-02T00:00:00Z
4018,4017,4017,Primary,1,2017-01-02T00:00:00Z
4019,4018,4018,Primary,1,2017-01-02T00:00:00Z
4020,4019,4019,Primary,1,2017-01-02T00:00:00Z
4021,4020,4020,Primary,1,2017-01-02T00:00:00Z
4022,4021,4021,Primary,1,2017-01-02T00:00:00Z
4023,4022,4022,Primary,1,2017-01-02T00:00:00Z
4024,4023,4023,Primary,1,2017-01-02T00:00:00Z
4025,4024,4024,Primary,1,2017-01-02T00:00:00Z
4026,4025,4025,Primary,1,2017-01-02T00:00:00Z
4027,4026,4026,Primary,1,2017-01-02T00:00:00Z
4028,4027,4027,Primary,1,2017-01-02T00:00:00Z
4029,4028,4028,Primary,1,2017-01-02T00:00:00Z
4030,4029,4029,Primary,1,2017-01-02T00:00:00Z
4031,4030,4030,Primary,1,2017-01-02T00:00:00Z
4032,4031,4031,Primary,1,2017-01-02T00:00:00Z
4033,4032,4032,Primary,1,2017-01-02T00:00:00Z
4034,4033,4033,Primary,1,2017-01-02T00:00:00Z
4035,4034,4034,Primary,1,2017-01-02T00:00:00Z
4036,4035,4035,Primary,1,2017-01-02T00:00:00Z
4037,4036,4036,Primary,1,2017-01-02T00:00:00Z
4038,4037,4037,Primary,1,2017-01-02T00:00:00Z
4039,4038,4038,Primary,1,2017-01-02T00:00:00Z
4040,4039,4039,Primary,1,2017-01-02T00:00:00Z
4041,4040,4040,Primary,1,2017-01-02T00:00:00Z
4042,4041,4041,Primary,1,2017-01-02T00:00:00Z
4043,4042,4042,Primary,1,2017-01-02T00:00:00Z
4044,4043,4043,Primary,1,2017-01-02T00:00:00Z
4045,4044,4044,Primary,1,2017-01-02T00:00:00Z
4046,4045,4045,Primary,1,2017-01-02T00:00:00Z
4047,4046,4046,Primary,1,2017-01-02T00:00:00Z
4048,4047,4047,Primary,1,2017-01-02T00:00:00Z
4049,4048,4048,Primary,1,2017-01-02T00:00:00Z
4050,4049,4049,Primary,1,2017-01-02T00:00:00Z
4051,4050,4050,Primary,1,2017-01-02T00:00:00Z
4052,4051,4051,Primary,1,2017-01-02T00:00:00Z
4053,4052,4052,Primary,1,2017-01-02T00:00:00Z
4054,4053,4053,Primary,1,2017-01-02T00:00:00Z
4055,4054,4054,Primary,1,2017-01-02T00:00:00Z
4056,4055,4055,Primary,1,2017-01-02T00:00:00Z
4057,4056,4056,Primary,1,2017-01-02T00:00:00Z
4058,4057,4057,Primary,1,2017-01-02T00:00:00Z
4059,4058,4058,Primary,1,2017-01-02T00:00:00Z
4060,4059,4059,Primary,1,2017-01-02T00:00:00Z
4061,4060,4060,Primary,1,2017-01-02T00:00:00Z
4062,4061,4061,Primary,1,2017-01-02T00:00:00Z
4063,4062,4062,Primary,1,2017-01-02T00:00:00Z
4064,4063,4063,Primary,1,2017-01-02T00:00:00Z
4065,4064,4064,Primary,1,2017-01-02T00:00:00Z
4066,4065,4065,Primary,1,2017-01-02T00:00:00Z
4067,4066,4066,Primary,1,2017-01-02T00:00:00Z
4068,4067,4067,Primary,1,2017-01-02T00:00:00Z
4069,4068,4068,Primary,1,2017-01-02T00:00:00Z
4070,4069,4069,Primary,1,2017-01-02T00:00:00Z
4071,4070,4070,Primary,1,2017-01-02T00:00:00Z
4072,4071,4071,Primary,1,2017-01-02T00:00:00Z
4073,4072,4072,Primary,1,2017-01-02T00:00:00Z
4074,4073,4073,Primary,1,2017-01-02T00:00:00Z
4075,4074,4074,Primary,1,2017-01-02T00:00:00Z
4076,4075,4075,Primary,1,2017-01-02T00:00:00Z
4077,4076,4076,Primary,1,2017-01-02T00:00:00Z
4078,4077,4077,Primary,1,2017-01-02T00:00:00Z
4079,4078,4078,Primary,1,2017-01-02T00:00:00Z
4080,4079,4079,Primary,1,2017-01-02T00:00:00Z
4081,4080,4080,Primary,1,2017-01-02T00:00:00Z
4082,4081,4081,Primary,1,2017-01-02T00:00:00Z
4083,4082,4082,Primary,1,2017-01-02T00:00:00Z
4084,4083,4083,Primary,1,2017-01-02T00:00:00Z
4085,4084,4084,Primary,1,2017-01-02T00:00:00Z
4086,4085,4085,Primary,1,2017-01-02T00:00:00Z
4087,4086,4086,Primary,1,2017-01-02T00:00:00Z
4088,4087,4087,Primary,1,2017-01-02T00:00:00Z
4089,4088,4088,Primary,1,2017-01-02T00:00:00Z
4090,4089,4089,Primary,1,2017-01-02T00:00:00Z
4091,4090,4090,Primary,1,2017-01-02T00:00:00Z
4092,4091,4091,Primary,1,2017-01-02T00:00:00Z
4093,4092,4092,Primary,1,2017-01-02T00:00:00Z
4094,4093,4093,Primary,1,2017-01-02T00:00:00Z
4095,4094,4094,Primary,1,2017-01-02T00:00:00Z
4096,4095,4095,Primary,1,2017-01-02T00:00:00Z
4097,4096,4096,Primary,1,2017-01-02T00:00:00Z
4098,4097,4097,Primary,1,2017-01-02T00:00:00Z
4099,4098,4098,Primary,1,2017-01-02T00:00:00Z
4100,4099,4099,Primary,1,2017-01-02T00:00:00Z
4101,4100,4100,Primary,1,2017-01-02T00:00:00Z
4102,4101,4101,Primary,1,2017-01-02T00:00:00Z
4103,4102,4102,Primary,1,2017-01-02T00:00:00Z
4104,4103,4103,Primary,1,2017-01-02T00:00:00Z
4105,4104,4104,Primary,1,2017-01-02T00:00:00Z
4106,4105,4105,Primary,1,2017-01-02T00:00:00Z
4107,4106,4106,Primary,1,2017-01-02T00:00:00Z
4108,4107,4107,Primary,1,2017-01-02T00:00:00Z
4109,4108,4108,Primary,1,2017-01-02T00:00:00Z
4110,4109,4109,Primary,1,2017-01-02T00:00:00Z
4111,4110,4110,Primary,1,2017-01-02T00:00:00Z
4112,4111,4111,Primary,1,2017-01-02T00:00:00Z
4113,4112,4112,Primary,1,2017-01-02T00:00:00Z
4114,4113,4113,Primary,1,2017-01-02T00:00:00Z
4115,4114,4114,Primary,1,2017-01-02T00:00:00Z
4116,4115,4115,Primary,1,2017-01-02T00:00:00Z
4117,4116,4116,Primary,1,2017-01-02T00:00:00Z
4118,4117,4117,Primary,1,2017-01-02T00:00:00Z
4119,4118,4118,Primary,1,2017-01-02T00:00:00Z
4120,4119,4119,Primary,1,2017-01-02T00:00:00Z
4121,4120,4120,Primary,1,2017-01-02T00:00:00Z
4122,4121,4121,Primary,1,2017-01-02T00:00:00Z
4123,4122,4122,Primary,1,2017-01-02T00:00:00Z
4124,4123,4123,Primary,1,2017-01-02T00:00:00Z
4125,4124,4124,Primary,1,2017-01-02T00:00:00Z
4126,4125,4125,Primary,1,2017-01-02T00:00:00Z
4127,4126,4126,Primary,1,2017-01-02T00:00:00Z
4128,4127,4127,Primary,1,2017-01-02T00:00:00Z
4129,4128,4128,Primary,1,2017-01-02T00:00:00Z
4130,4129,4129,Primary,1,2017-01-02T00:00:00Z
4131,4130,4130,Primary,1,2017-01-02T00:00:00Z
4132,4131,4131,Primary,1,2017-01-02T00:00:00Z
4133,4132,4132,Primary,1,2017-01-02T00:00:00Z
4134,4133,4133,Primary,1,2017-01-02T00:00:00Z
4135,4134,4134,Primary,1,2017-01-02T00:00:00Z
4136,4135,4135,Primary,1,2017-01-02T00:00:00Z
4137,4136,4136,Primary,1,2017-01-02T00:00:00Z
4138,4137,4137,Primary,1,2017-01-02T00:00:00Z
4139,4138,4138,Primary,1,2017-01-02T00:00:00Z
4140,4139,4139,Primary,1,2017-01-02T00:00:00Z
4141,4140,4140,Primary,1,2017-01-02T00:00:00Z
4142,4141,4141,Primary,1,2017-01-02T00:00:00Z
4143,4142,4142,Primary,1,2017-01-02T00:00:00Z
4144,4143,4143,Primary,1,2017-01-02T00:00:00Z
4145,4144,4144,Primary,1,2017-01-02T00:00:00Z
4146,4145,4145,Primary,1,2017-01-02T00:00:00Z
4147,4146,4146,Primary,1,2017-01-02T00:00:00Z
4148,4147,4147,Primary,1,2017-01-02T00:00:00Z
4149,4148,4148,Primary,1,2017-01-02T00:00:00Z
4150,4149,4149,Primary,1,2017-01-02T00:00:00Z
4151,4150,4150,Primary,1,2017-01-02T00:00:00Z
4152,4151,4151,Primary,1,2017-01-02T00:00:00Z
4153,4152,4152,Primary,1,2017-01-02T00:00:00Z
4154,4153,4153,Primary,1,2017-01-02T00:00:00Z
4155,4154,4154,Primary,1,2017-01-02T00:00:00Z
4156,4155,4155,Primary,1,2017-01-02T00:00:00Z
4157,4156,4156,Primary,1,2017-01-02T00:00:00Z
4158,4157,4157,Primary,1,2017-01-02T00:00:00Z
4159,4158,4158,Primary,1,2017-01-02T00:00:00Z
4160,4159,4159,Primary,1,2017-01-02T00:00:00Z
4161,4160,4160,Primary,1,2017-01-02T00:00:00Z
4162,4161,4161,Primary,1,2017-01-02T00:00:00Z
4163,4162,4162,Primary,1,2017-01-02T00:00:00Z
4164,4163,4163,Primary,1,2017-01-02T00:00:00Z
4165,4164,4164,Primary,1,2017-01-02T00:00:00Z
4166,4165,4165,Primary,1,2017-01-02T00:00:00Z
4167,4166,4166,Primary,1,2017-01-02T00:00:00Z
4168,4167,4167,Primary,1,2017-01-02T00:00:00Z
4169,4168,4168,Primary,1,2017-01-02T00:00:00Z
4170,4169,4169,Primary,1,2017-01-02T00:00:00Z
4171,4170,4170,Primary,1,2017-01-02T00:00:00Z
4172,4171,4171,Primary,1,2017-01-02T00:00:00Z
